0,1,2
5269,6,4969037
5270,8,4971552
5271,9,4971990
5272,10,1175176
5273,11,1174719
5274,12,3781007
5275,13,3781008
5276,14,1189104
5277,15,1188663
5278,16,4968205
5279,17,4969071
5280,1,4991747
5281,2,1180053
5282,3,3795844
5283,4,1193838
5284,5,6171743
5285,6,4988949
5286,8,4991974
5287,9,4992394
5288,10,1180048
5289,11,1179593
5290,12,3795855
5291,13,3795848
5292,14,1193840
5293,15,1193391
5294,16,4988101
5295,17,4988967
5296,1,5012049
5297,2,1184919
5298,3,3811610
5299,4,1198748
5300,5,6197047
5301,6,5009629
5302,8,5012406
5303,9,5012816
5304,10,1184922
5305,11,1184467
5306,12,3811611
5307,13,3811626
5308,14,1198756
5309,15,1198311
5310,16,5008805
5311,17,5009679
5312,1,5032065
5313,2,1189607
5314,3,3826620
5315,4,1203408
5316,5,6221413
5317,6,5029277
5318,8,5032090
5319,9,5032506
5320,10,1189612
5321,11,1189159
5322,12,3826617
5323,13,3826616
5324,14,1203408
5325,15,1202971
5326,16,5028447
5327,17,5029307
5328,1,5052135
5329,2,1194397
5330,3,3842032
5331,4,1208190
5332,5,6246367
5333,6,5049443
5334,8,5052268
5335,9,5052722
5336,10,1194406
5337,11,1193953
5338,12,3842061
5339,13,3842040
5340,14,1208198
5341,15,1207751
5342,16,5048623
5343,17,5049477
5344,1,5072495
5345,2,1199289
5346,3,3858040
5347,4,1213050
5348,5,6271765
5349,6,5069847
5350,8,5072750
5351,9,5073192
5352,10,1199292
5353,11,1198839
5354,12,3858037
5355,13,3858036
5356,14,1213048
5357,15,1212605
5358,16,5069013
5359,17,5069881
5360,1,5092649
5361,2,1204045
5362,3,3873498
5363,4,1217916
5364,5,6296429
5365,6,5090429
5366,8,5092674
5367,9,5093088
5368,10,1204050
5369,11,1203599
5370,12,3873511
5371,13,3873510
5372,14,1217936
5373,15,1217491
5374,16,5089657
5375,17,5090491
5376,1,5113149
5377,2,1208953
5378,3,3888714
5379,4,1222706
5380,5,6321947
5381,6,5110733
5382,8,5113262
5383,9,5113700
5384,10,1208956
5385,11,1208501
5386,12,3888755
5387,13,3888748
5388,14,1222730
5389,15,1222285
5390,16,5109879
5391,17,5110729
5392,1,5133903
5393,2,1213917
5394,3,3904456
5395,4,1227634
5396,5,6347747
5397,6,5131379
5398,8,5134128
5399,9,5134542
5400,10,1213922
5401,11,1213467
5402,12,3904461
5403,13,3904458
5404,14,1227636
5405,15,1227185
5406,16,5130513
5407,17,5131399
5408,1,5154241
5409,2,1218717
5410,3,3920222
5411,4,1232524
5412,5,6372725
5413,6,5152011
5414,8,5154276
5415,9,5154708
5416,10,1218722
5417,11,1218267
5418,12,3920241
5419,13,3920242
5420,14,1232532
5421,15,1232089
5422,16,5151239
5423,17,5152099
5424,1,5174739
5425,2,1223625
5426,3,3935938
5427,4,1237342
5428,5,6398247
5429,6,5172463
5430,8,5174900
5431,9,5175334
5432,10,1223628
5433,11,1223175
5434,12,3935935
5435,13,3935918
5436,14,1237348
5437,15,1236915
5438,16,5171621
5439,17,5172485
5440,1,5196303
5441,2,1228711
5442,3,3951936
5443,4,1242364
5444,5,6424735
5445,6,5193571
5446,8,5196338
5447,9,5196750
5448,10,1228714
5449,11,1228259
5450,12,3951939
5451,13,3951936
5452,14,1242366
5453,15,1241919
5454,16,5192733
5455,17,5193579
5456,1,5216269
5457,2,1233523
5458,3,3967980
5459,4,1247366
5460,5,6449533
5461,6,5214661
5462,8,5216310
5463,9,5216740
5464,10,1233528
5465,11,1233075
5466,12,3968037
5467,13,3968034
5468,14,1247384
5469,15,1246933
5470,16,5213835
5471,17,5214713
5472,1,5236315
5473,2,1238303
5474,3,3983734
5475,4,1252110
5476,5,6474467
5477,6,5234777
5478,8,5236456
5479,9,5236882
5480,10,1238310
5481,11,1237859
5482,12,3983735
5483,13,3983734
5484,14,1252124
5485,15,1251675
5486,16,5233957
5487,17,5234821
5488,1,5256285
5489,2,1243121
5490,3,3999010
5491,4,1256848
5492,5,6499439
5493,6,5254761
5494,8,5256614
5495,9,5257052
5496,10,1243126
5497,11,1242669
5498,12,3999011
5499,13,3999014
5500,14,1256852
5501,15,1256409
5502,16,5253931
5503,17,5254801
5504,1,5276343
5505,2,1247921
5506,3,4013874
5507,4,1261490
5508,5,6524349
5509,6,5274395
5510,8,5276718
5511,9,5277142
5512,10,1247924
5513,11,1247471
5514,12,4013873
5515,13,4013900
5516,14,1261502
5517,15,1261055
5518,16,5273611
5519,17,5274463
5520,1,5296211
5521,2,1252585
5522,3,4029204
5523,4,1266294
5524,5,6548507
5525,6,5294655
5526,8,5296214
5527,9,5296648
5528,10,1252588
5529,11,1252129
5530,12,4029221
5531,13,4029232
5532,14,1266300
5533,15,1265853
5534,16,5293823
5535,17,5294693
5536,1,5316409
5537,2,1257429
5538,3,4044988
5539,4,1271196
5540,5,6573677
5541,6,5315293
5542,8,5316526
5543,9,5316938
5544,10,1257432
5545,11,1256977
5546,12,4044989
5547,13,4044986
5548,14,1271194
5549,15,1270743
5550,16,5314495
5551,17,5315357
5552,1,5336457
5553,2,1262245
5554,3,4059628
5555,4,1275740
5556,5,6598669
5557,6,5334597
5558,8,5336710
5559,9,5337148
5560,10,1262250
5561,11,1261795
5562,12,4059631
5563,13,4059628
5564,14,1275756
5565,15,1275305
5566,16,5333811
5567,17,5334657
5568,1,5356513
5569,2,1267055
5570,3,4075026
5571,4,1280554
5572,5,6623601
5573,6,5354801
5574,8,5356824
5575,9,5357240
5576,10,1267058
5577,11,1266603
5578,12,4075021
5579,13,4075018
5580,14,1280556
5581,15,1280107
5582,16,5353951
5583,17,5354811
5584,1,5376435
5585,2,1271729
5586,3,4090256
5587,4,1285248
5588,5,6647901
5589,6,5374637
5590,8,5376440
5591,9,5376858
5592,10,1271734
5593,11,1271291
5594,12,4090255
5595,13,4090248
5596,14,1285246
5597,15,1284797
5598,16,5373779
5599,17,5374623
5600,1,5396485
5601,2,1276539
5602,3,4105464
5603,4,1290012
5604,5,6672785
5605,6,5394721
5606,8,5396548
5607,9,5396984
5608,10,1276540
5609,11,1276085
5610,12,4105473
5611,13,4105470
5612,14,1290024
5613,15,1289577
5614,16,5393899
5615,17,5394773
5616,1,5416721
5617,2,1281405
5618,3,4121566
5619,4,1294854
5620,5,6698081
5621,6,5415101
5622,8,5416962
5623,9,5417396
5624,10,1281408
5625,11,1280955
5626,12,4121569
5627,13,4121568
5628,14,1294858
5629,15,1294417
5630,16,5414271
5631,17,5415147
5632,1,5436699
5633,2,1286223
5634,3,4136492
5635,4,1299700
5636,5,6723061
5637,6,5435383
5638,8,5437128
5639,9,5437554
5640,10,1286228
5641,11,1285769
5642,12,4136497
5643,13,4136490
5644,14,1299702
5645,15,1299247
5646,16,5434565
5647,17,5435437
5648,1,5456605
5649,2,1290881
5650,3,4152078
5651,4,1304492
5652,5,6747317
5653,6,5455685
5654,8,5456714
5655,9,5457140
5656,10,1290884
5657,11,1290433
5658,12,4152073
5659,13,4152076
5660,14,1304496
5661,15,1304055
5662,16,5454879
5663,17,5455735
5664,1,5476727
5665,2,1295675
5666,3,4167972
5667,4,1309418
5668,5,6772291
5669,6,5476347
5670,8,5476910
5671,9,5477316
5672,10,1295678
5673,11,1295223
5674,12,4167971
5675,13,4167966
5676,14,1309406
5677,15,1308955
5678,16,5475531
5679,17,5476425
5680,1,5497001
5681,2,1300469
5682,3,4182248
5683,4,1313916
5684,5,6797419
5685,6,5495425
5686,8,5497146
5687,9,5497582
5688,10,1300474
5689,11,1300017
5690,12,4182261
5691,13,4182246
5692,14,1313922
5693,15,1313473
5694,16,5494611
5695,17,5495469
5696,1,5516981
5697,2,1305291
5698,3,4197502
5699,4,1318682
5700,5,6822387
5701,6,5515455
5702,8,5517382
5703,9,5517814
5704,10,1305296
5705,11,1304843
5706,12,4197527
5707,13,4197524
5708,14,1318690
5709,15,1318249
5710,16,5514639
5711,17,5515527
5712,1,5536915
5713,2,1309961
5714,3,4212872
5715,4,1323458
5716,5,6846643
5717,6,5535581
5718,8,5536980
5719,9,5537416
5720,10,1309964
5721,11,1309509
5722,12,4212913
5723,13,4212944
5724,14,1323478
5725,15,1323027
5726,16,5534793
5727,17,5535663
5728,1,5556919
5729,2,1314749
5730,3,4228986
5731,4,1328380
5732,5,6871475
5733,6,5556335
5734,8,5557020
5735,9,5557456
5736,10,1314752
5737,11,1314295
5738,12,4229003
5739,13,4229006
5740,14,1328384
5741,15,1327941
5742,16,5555501
5743,17,5556375
5744,1,5576945
5745,2,1319557
5746,3,4244336
5747,4,1333250
5748,5,6896437
5749,6,5576851
5750,8,5577170
5751,9,5577600
5752,10,1319560
5753,11,1319105
5754,12,4244329
5755,13,4244378
5756,14,1333270
5757,15,1332819
5758,16,5576043
5759,17,5576931
5760,1,5597121
5761,2,1324401
5762,3,4259754
5763,4,1338034
5764,5,6921597
5765,6,5597023
5766,8,5597488
5767,9,5597920
5768,10,1324404
5769,11,1323951
5770,12,4259749
5771,13,4259752
5772,14,1338044
5773,15,1337599
5774,16,5596193
5775,17,5597071
5776,1,5617069
5777,2,1329169
5778,3,4274964
5779,4,1342750
5780,5,6946327
5781,6,5616897
5782,8,5617444
5783,9,5617880
5784,10,1329172
5785,11,1328717
5786,12,4274967
5787,13,4274976
5788,14,1342746
5789,15,1342313
5790,16,5616083
5791,17,5616957
5792,1,5637375
5793,2,1333931
5794,3,4290674
5795,4,1347570
5796,5,6971131
5797,6,5637213
5798,8,5637474
5799,9,5637900
5800,10,1333934
5801,11,1333483
5802,12,4290673
5803,13,4290670
5804,14,1347570
5805,15,1347131
5806,16,5636383
5807,17,5637241
5808,1,5657459
5809,2,1338777
5810,3,4306906
5811,4,1352666
5812,5,6996251
5813,6,5658715
5814,8,5657766
5815,9,5658194
5816,10,1338778
5817,11,1338321
5818,12,4306907
5819,13,4306912
5820,14,1352672
5821,15,1352231
5822,16,5657865
5823,17,5658747
5824,1,5677431
5825,2,1343553
5826,3,4322328
5827,4,1357492
5828,5,7021107
5829,6,5679013
5830,8,5677848
5831,9,5678276
5832,10,1343558
5833,11,1343103
5834,12,4322325
5835,13,4322324
5836,14,1357500
5837,15,1357049
5838,16,5678183
5839,17,5679063
5840,1,5697525
5841,2,1348295
5842,3,4336578
5843,4,1361922
5844,5,7045785
5845,6,5697689
5846,8,5697770
5847,9,5698202
5848,10,1348298
5849,11,1347845
5850,12,4336575
5851,13,4336572
5852,14,1361924
5853,15,1361475
5854,16,5696827
5855,17,5697695
5856,1,5717637
5857,2,1353049
5858,3,4352196
5859,4,1366714
5860,5,7070433
5861,6,5717999
5862,8,5717678
5863,9,5718112
5864,10,1353054
5865,11,1352601
5866,12,4352273
5867,13,4352276
5868,14,1366716
5869,15,1366269
5870,16,5717127
5871,17,5717997
5872,1,5737953
5873,2,1357963
5874,3,4368140
5875,4,1371670
5876,5,7095897
5877,6,5738857
5878,8,5738214
5879,9,5738640
5880,10,1357966
5881,11,1357511
5882,12,4368141
5883,13,4368146
5884,14,1371670
5885,15,1371223
5886,16,5738015
5887,17,5738897
5888,1,5758047
5889,2,1362821
5890,3,4384022
5891,4,1376608
5892,5,7121087
5893,6,5759679
5894,8,5758544
5895,9,5758974
5896,10,1362826
5897,11,1362371
5898,12,4384027
5899,13,4384032
5900,14,1376610
5901,15,1376161
5902,16,5758805
5903,17,5759685
5904,1,5777997
5905,2,1367499
5906,3,4398580
5907,4,1381074
5908,5,7145463
5909,6,5778609
5910,8,5778254
5911,9,5778682
5912,10,1367502
5913,11,1367047
5914,12,4398577
5915,13,4398576
5916,14,1381080
5917,15,1380641
5918,16,5777745
5919,17,5778639
5920,1,5798297
5921,2,1372301
5922,3,4414524
5923,4,1386068
5924,5,7170403
5925,6,5799649
5926,8,5798392
5927,9,5798828
5928,10,1372304
5929,11,1371847
5930,12,4414523
5931,13,4414516
5932,14,1386070
5933,15,1385623
5934,16,5798805
5935,17,5799701
5936,1,5818725
5937,2,1377183
5938,3,4430268
5939,4,1390828
5940,5,7195819
5941,6,5819715
5942,8,5818932
5943,9,5819356
5944,10,1377188
5945,11,1376735
5946,12,4430275
5947,13,4430266
5948,14,1390836
5949,15,1390389
5950,16,5818863
5951,17,5819743
5952,1,5838909
5953,2,1382045
5954,3,4444946
5955,4,1395460
5956,5,7221045
5957,6,5839273
5958,8,5839282
5959,9,5839716
5960,10,1382050
5961,11,1381597
5962,12,4444943
5963,13,4444940
5964,14,1395458
5965,15,1395019
5966,16,5838443
5967,17,5839327
5968,1,5859033
5969,2,1386777
5970,3,4460088
5971,4,1400162
5972,5,7245551
5973,6,5859163
5974,8,5859052
5975,9,5859488
5976,10,1386782
5977,11,1386325
5978,12,4460087
5979,13,4460086
5980,14,1400168
5981,15,1399725
5982,16,5858329
5983,17,5859199
5984,1,5879175
5985,2,1391617
5986,3,4475906
5987,4,1405076
5988,5,7270625
5989,6,5879883
5990,8,5879306
5991,9,5879728
5992,10,1391620
5993,11,1391165
5994,12,4475905
5995,13,4475902
5996,14,1405084
5997,15,1404637
5998,16,5879033
5999,17,5879927
6000,1,5899487
6001,2,1396553
6002,3,4491942
6003,4,1410112
6004,5,7296197
6005,6,5901091
6006,8,5899932
6007,9,5900352
6008,10,1396556
6009,11,1396101
6010,12,4491969
6011,13,4491966
6012,14,1410104
6013,15,1409661
6014,16,5900241
6015,17,5901119
6016,1,5919515
6017,2,1401335
6018,3,4507114
6019,4,1414852
6020,5,7321065
6021,6,5921103
6022,8,5920012
6023,9,5920448
6024,10,1401342
6025,11,1400885
6026,12,4507133
6027,13,4507108
6028,14,1414856
6029,15,1414405
6030,16,5920261
6031,17,5921131
6032,1,5939559
6033,2,1405983
6034,3,4522508
6035,4,1419598
6036,5,7345267
6037,6,5941143
6038,8,5939582
6039,9,5940006
6040,10,1405988
6041,11,1405533
6042,12,4522505
6043,13,4522504
6044,14,1419596
6045,15,1419157
6046,16,5940309
6047,17,5941187
6048,1,5959993
6049,2,1410855
6050,3,4537706
6051,4,1424380
6052,5,7370659
6053,6,5961317
6054,8,5960086
6055,9,5960516
6056,10,1410860
6057,11,1410405
6058,12,4537709
6059,13,4537726
6060,14,1424390
6061,15,1423941
6062,16,5960469
6063,17,5961355
6064,1,5980011
6065,2,1415699
6066,3,4553024
6067,4,1429166
6068,5,7395789
6069,6,5981455
6070,8,5980376
6071,9,5980814
6072,10,1415704
6073,11,1415249
6074,12,4553021
6075,13,4553014
6076,14,1429166
6077,15,1428719
6078,16,5980571
6079,17,5981459
6080,1,6000287
6081,2,1420547
6082,3,4567722
6083,4,1433660
6084,5,7420963
6085,6,6000469
6086,8,6000704
6087,9,6001134
6088,10,1420550
6089,11,1420093
6090,12,4567739
6091,13,4567734
6092,14,1433668
6093,15,1433221
6094,16,5999639
6095,17,6000521
6096,1,6020063
6097,2,1425169
6098,3,4583104
6099,4,1438486
6100,5,7445003
6101,6,6020725
6102,8,6020096
6103,9,6020516
6104,10,1425172
6105,11,1424719
6106,12,4583099
6107,13,4583102
6108,14,1438482
6109,15,1438029
6110,16,6019909
6111,17,6020789
6112,1,6040271
6113,2,1430017
6114,3,4598718
6115,4,1443286
6116,5,7470167
6117,6,6041017
6118,8,6040446
6119,9,6040878
6120,10,1430022
6121,11,1429569
6122,12,4598735
6123,13,4598738
6124,14,1443292
6125,15,1442845
6126,16,6040177
6127,17,6041069
6128,1,6061199
6129,2,1434993
6130,3,4613384
6131,4,1447860
6132,5,7496075
6133,6,6060493
6134,8,6061382
6135,9,6061802
6136,10,1434996
6137,11,1434541
6138,12,4613385
6139,13,4613382
6140,14,1447860
6141,15,1447417
6142,16,6059643
6143,17,6060503
6144,1,6081111
6145,2,1439739
6146,3,4629160
6147,4,1452740
6148,5,7520597
6149,6,6081105
6150,8,6081138
6151,9,6081572
6152,10,1439742
6153,11,1439289
6154,12,4629169
6155,13,4629160
6156,14,1452742
6157,15,1452303
6158,16,6080287
6159,17,6081143
6160,1,6102361
6161,2,1444763
6162,3,4644836
6163,4,1457628
6164,5,7546905
6165,6,6101737
6166,8,6102420
6167,9,6102826
6168,10,1444764
6169,11,1444321
6170,12,4644833
6171,13,4644828
6172,14,1457616
6173,15,1457169
6174,16,6100919
6175,17,6101763
6176,1,6122575
6177,2,1449671
6178,3,4660624
6179,4,1462486
6180,5,7572299
6181,6,6122205
6182,8,6122918
6183,9,6123346
6184,10,1449676
6185,11,1449221
6186,12,4660621
6187,13,4660620
6188,14,1462490
6189,15,1462039
6190,16,6121375
6191,17,6122231
6192,1,6142515
6193,2,1454393
6194,3,4675858
6195,4,1467276
6196,5,7596795
6197,6,6142395
6198,8,6142658
6199,9,6143106
6200,10,1454394
6201,11,1453951
6202,12,4675853
6203,13,4675890
6204,14,1467272
6205,15,1466823
6206,16,6141547
6207,17,6142393
6208,1,6163059
6209,2,1459289
6210,3,4691248
6211,4,1472070
6212,5,7622163
6213,6,6162587
6214,8,6163144
6215,9,6163588
6216,10,1459292
6217,11,1458839
6218,12,4691255
6219,13,4691254
6220,14,1472072
6221,15,1471627
6222,16,6161751
6223,17,6162607
6224,1,6183295
6225,2,1464165
6226,3,4706874
6227,4,1476930
6228,5,7647489
6229,6,6183079
6230,8,6183612
6231,9,6184030
6232,10,1464168
6233,11,1463715
6234,12,4706879
6235,13,4706876
6236,14,1476932
6237,15,1476487
6238,16,6182231
6239,17,6183095
6240,1,6203565
6241,2,1468981
6242,3,4722348
6243,4,1481762
6244,5,7672517
6245,6,6203529
6246,8,6203822
6247,9,6204246
6248,10,1468984
6249,11,1468529
6250,12,4722459
6251,13,4722502
6252,14,1481808
6253,15,1481365
6254,16,6202745
6255,17,6203607
6256,1,6223927
6257,2,1473783
6258,3,4737866
6259,4,1486588
6260,5,7697523
6261,6,6223735
6262,8,6224018
6263,9,6224432
6264,10,1473788
6265,11,1473337
6266,12,4737875
6267,13,4737876
6268,14,1486598
6269,15,1486155
6270,16,6222907
6271,17,6223775
6272,1,6244233
6273,2,1478653
6274,3,4753422
6275,4,1491438
6276,5,7722869
6277,6,6244149
6278,8,6244510
6279,9,6244936
6280,10,1478656
6281,11,1478199
6282,12,4753479
6283,13,4753432
6284,14,1491458
6285,15,1491011
6286,16,6243277
6287,17,6244151
6288,1,6264453
6289,2,1483537
6290,3,4768978
6291,4,1496282
6292,5,7748191
6293,6,6264539
6294,8,6264924
6295,9,6265360
6296,10,1483542
6297,11,1483085
6298,12,4768985
6299,13,4768978
6300,14,1496282
6301,15,1495837
6302,16,6263693
6303,17,6264559
6304,1,6284649
6305,2,1488229
6306,3,4784666
6307,4,1501094
6308,5,7772631
6309,6,6284901
6310,8,6284678
6311,9,6285114
6312,10,1488232
6313,11,1487779
6314,12,4784663
6315,13,4784660
6316,14,1501094
6317,15,1500647
6318,16,6284073
6319,17,6284913
6320,1,6305005
6321,2,1493093
6322,3,4799996
6323,4,1505842
6324,5,7797937
6325,6,6304973
6326,8,6305132
6327,9,6305564
6328,10,1493096
6329,11,1492645
6330,12,4800003
6331,13,4800004
6332,14,1505846
6333,15,1505401
6334,16,6304143
6335,17,6304999
6336,1,6325541
6337,2,1498041
6338,3,4815808
6339,4,1510750
6340,5,7823695
6341,6,6325653
6342,8,6325930
6343,9,6326368
6344,10,1498046
6345,11,1497595
6346,12,4815823
6347,13,4815822
6348,14,1510752
6349,15,1510307
6350,16,6324787
6351,17,6325669
6352,1,6345629
6353,2,1502775
6354,3,4830920
6355,4,1515486
6356,5,7848285
6357,6,6345661
6358,8,6345786
6359,9,6346224
6360,10,1502776
6361,11,1502321
6362,12,4830929
6363,13,4830926
6364,14,1515488
6365,15,1515061
6366,16,6344849
6367,17,6345743
6368,1,6365651
6369,2,1507519
6370,3,4846090
6371,4,1520200
6372,5,7872919
6373,6,6365479
6374,8,6365686
6375,9,6366122
6376,10,1507520
6377,11,1507067
6378,12,4846091
6379,13,4846094
6380,14,1520204
6381,15,1519757
6382,16,6364647
6383,17,6365521
6384,1,6386273
6385,2,1512471
6386,3,4861956
6387,4,1525166
6388,5,7898679
6389,6,6386387
6390,8,6386480
6391,9,6386914
6392,10,1512476
6393,11,1512023
6394,12,4861957
6395,13,4861956
6396,14,1525172
6397,15,1524727
6398,16,6385537
6399,17,6386423
6400,1,6406639
6401,2,1517407
6402,3,4877838
6403,4,1530052
6404,5,7924279
6405,6,6407013
6406,8,6407144
6407,9,6407582
6408,10,1517410
6409,11,1516957
6410,12,4877835
6411,13,4877832
6412,14,1530054
6413,15,1529605
6414,16,6406155
6415,17,6407025
6416,1,6426751
6417,2,1522097
6418,3,4893324
6419,4,1534864
6420,5,7948621
6421,6,6427277
6422,8,6426792
6423,9,6427240
6424,10,1522102
6425,11,1521647
6426,12,4893319
6427,13,4893314
6428,14,1534874
6429,15,1534427
6430,16,6426445
6431,17,6427325
6432,1,6447481
6433,2,1527061
6434,3,4909628
6435,4,1539808
6436,5,7974453
6437,6,6448071
6438,8,6447658
6439,9,6448072
6440,10,1527060
6441,11,1526605
6442,12,4909625
6443,13,4909622
6444,14,1539806
6445,15,1539361
6446,16,6447319
6447,17,6448191
6448,1,6467799
6449,2,1531957
6450,3,4925130
6451,4,1544588
6452,5,7999833
6453,6,6468355
6454,8,6468166
6455,9,6468592
6456,10,1531960
6457,11,1531505
6458,12,4925141
6459,13,4925142
6460,14,1544596
6461,15,1544151
6462,16,6467541
6463,17,6468405
6464,1,6487759
6465,2,1536627
6466,3,4939684
6467,4,1549280
6468,5,8024177
6469,6,6488139
6470,8,6487820
6471,9,6488262
6472,10,1536628
6473,11,1536195
6474,12,4939711
6475,13,4939716
6476,14,1549296
6477,15,1548855
6478,16,6487333
6479,17,6488169
6480,1,6507971
6481,2,1541443
6482,3,4954790
6483,4,1554016
6484,5,8049149
6485,6,6508079
6486,8,6508008
6487,9,6508426
6488,10,1541448
6489,11,1540993
6490,12,4954785
6491,13,4954890
6492,14,1554012
6493,15,1553567
6494,16,6507215
6495,17,6508083
6496,1,6528055
6497,2,1546273
6498,3,4970394
6499,4,1558838
6500,5,8074311
6501,6,6528533
6502,8,6528302
6503,9,6528746
6504,10,1546275
6505,11,1545833
6506,12,4970389
6507,13,4970388
6508,14,1558852
6509,15,1558411
6510,16,6527673
6511,17,6528539
6512,1,6548618
6513,2,1551151
6514,3,4986012
6515,4,1563712
6516,5,8099788
6517,6,6548989
6518,8,6548923
6519,9,6549337
6520,10,1551155
6521,11,1550700
6522,12,4986013
6523,13,4986010
6524,14,1563708
6525,15,1563263
6526,16,6548146
6527,17,6549010
6528,1,6569364
6529,2,1556067
6530,3,5001732
6531,4,1568564
6532,5,8125192
6533,6,6569590
6534,8,6569437
6535,9,6569851
6536,10,1556067
6537,11,1555614
6538,12,5001736
6539,13,5001745
6540,14,1568569
6541,15,1568132
6542,16,6568778
6543,17,6569622
6544,1,6589964
6545,2,1560991
6546,3,5017571
6547,4,1573495
6548,5,8150814
6549,6,6590322
6550,8,6590131
6551,9,6590547
6552,10,1560995
6553,11,1560542
6554,12,5017566
6555,13,5017569
6556,14,1573503
6557,15,1573050
6558,16,6589512
6559,17,6590374
6560,1,6610280
6561,2,1565843
6562,3,5033113
6563,4,1578311
6564,5,8176044
6565,6,6610698
6566,8,6610485
6567,9,6610919
6568,10,1565847
6569,11,1565396
6570,12,5033110
6571,13,5033109
6572,14,1578313
6573,15,1577872
6574,16,6609872
6575,17,6610774
6576,1,6630130
6577,2,1570551
6578,3,5048231
6579,4,1583019
6580,5,8200468
6581,6,6630518
6582,8,6630207
6583,9,6630635
6584,10,1570557
6585,11,1570102
6586,12,5048238
6587,13,5048233
6588,14,1583021
6589,15,1582574
6590,16,6629686
6591,17,6630572
6592,1,6650410
6593,2,1575411
6594,3,5064031
6595,4,1587943
6596,5,8225712
6597,6,6651248
6598,8,6650591
6599,9,6651027
6600,10,1575417
6601,11,1574964
6602,12,5064056
6603,13,5064083
6604,14,1587963
6605,15,1587516
6606,16,6650458
6607,17,6651328
6608,1,6670496
6609,2,1580289
6610,3,5079641
6611,4,1592797
6612,5,8250978
6613,6,6671718
6614,8,6670973
6615,9,6671413
6616,10,1580293
6617,11,1579838
6618,12,5079652
6619,13,5079641
6620,14,1592805
6621,15,1592360
6622,16,6670892
6623,17,6671778
6624,1,6690672
6625,2,1585007
6626,3,5095401
6627,4,1597652
6628,5,8275612
6629,6,6692217
6630,8,6690895
6631,9,6691331
6632,10,1585011
6633,11,1584554
6634,12,5095409
6635,13,5095406
6636,14,1597654
6637,15,1597220
6638,16,6691380
6639,17,6692248
6640,1,6710884
6641,2,1589799
6642,3,5110758
6643,4,1602384
6644,5,8300482
6645,6,6712214
6646,8,6710983
6647,9,6711403
6648,10,1589801
6649,11,1589348
6650,12,5110757
6651,13,5110752
6652,14,1602403
6653,15,1601956
6654,16,6711371
6655,17,6712251
6656,1,6730955
6657,2,1594638
6658,3,5126642
6659,4,1607349
6660,5,8325612
6661,6,6733070
6662,8,6731270
6663,9,6731702
6664,10,1594636
6665,11,1594181
6666,12,5126636
6667,13,5126635
6668,14,1607361
6669,15,1606908
6670,16,6732264
6671,17,6733134
6672,1,6751210
6673,2,1599481
6674,3,5142009
6675,4,1612169
6676,5,8350814
6677,6,6753408
6678,8,6751629
6679,9,6752057
6680,10,1599487
6681,11,1599030
6682,12,5142006
6683,13,5142007
6684,14,1612171
6685,15,1611730
6686,16,6752564
6687,17,6753460
6688,1,6771996
6689,2,1604343
6690,3,5156927
6691,4,1616695
6692,5,8376066
6693,6,6772634
6694,8,6772005
6695,9,6772443
6696,10,1604345
6697,11,1603902
6698,12,5156924
6699,13,5156925
6700,14,1616693
6701,15,1616286
6702,16,6771876
6703,17,6772726
6704,1,6792476
6705,2,1609275
6706,3,5172417
6707,4,1621627
6708,5,8401668
6709,6,6793296
6710,8,6792641
6711,9,6793075
6712,10,1609277
6713,11,1608822
6714,12,5172440
6715,13,5172453
6716,14,1621625
6717,15,1621176
6718,16,6792488
6719,17,6793364
6720,1,6812586
6721,2,1614143
6722,3,5188181
6723,4,1626503
6724,5,8426928
6725,6,6813882
6726,8,6813059
6727,9,6813493
6728,10,1614151
6729,11,1613694
6730,12,5188178
6731,13,5188253
6732,14,1626499
6733,15,1626042
6734,16,6813102
6735,17,6813970
6736,1,6832864
6737,2,1618899
6738,3,5203237
6739,4,1631181
6740,5,8451546
6741,6,6833688
6742,8,6832911
6743,9,6833373
6744,10,1618903
6745,11,1618448
6746,12,5203242
6747,13,5203237
6748,14,1631183
6749,15,1630736
6750,16,6832848
6751,17,6833698
6752,1,6853046
6753,2,1623715
6754,3,5219173
6755,4,1636082
6756,5,8476571
6757,6,6854388
6758,8,6853149
6759,9,6853559
6760,10,1623719
6761,11,1623264
6762,12,5219192
6763,13,5219166
6764,14,1636088
6765,15,1635644
6766,16,6853546
6767,17,6854410
6768,1,6873291
6769,2,1628578
6770,3,5234827
6771,4,1640942
6772,5,8501885
6773,6,6874942
6774,8,6873606
6775,9,6874032
6776,10,1628584
6777,11,1628133
6778,12,5234858
6779,13,5234851
6780,14,1640964
6781,15,1640517
6782,16,6874084
6783,17,6874994
6784,1,6893869
6785,2,1633522
6786,3,5250267
6787,4,1645766
6788,5,8527591
6789,6,6895232
6790,8,6894344
6791,9,6894778
6792,10,1633526
6793,11,1633071
6794,12,5250262
6795,13,5250261
6796,14,1645772
6797,15,1645325
6798,16,6894386
6799,17,6895250
6800,1,6913801
6801,2,1638168
6802,3,5265099
6803,4,1650410
6804,5,8551727
6805,6,6914780
6806,8,6913860
6807,9,6914294
6808,10,1638174
6809,11,1637719
6810,12,5265108
6811,13,5265103
6812,14,1650414
6813,15,1649967
6814,16,6913922
6815,17,6914792
6816,1,6934373
6817,2,1643102
6818,3,5280855
6819,4,1655300
6820,5,8577309
6821,6,6935446
6822,8,6934478
